chrom	start	end	gene	type	HGNC
chr3	198153287	198222513	"ENSG00000290937"	"lncRNA"	"ENSG00000290937"
chr3	198180755	198190365	"FAM157A"	"transcribed_unprocessed_pseudogene"	"FAM157A"
chr3	198196746	198196849	"RNU6-860P"	"snRNA"	"RNU6-860P"
chr3	198223497	198226310	"CICP6"	"processed_pseudogene"	"CICP6"
chr3	198228194	198228376	"SEPTIN14P3"	"unprocessed_pseudogene"	"SEPTIN14P3"
chr4	49096	49956	"ENSG00000292991"	"lncRNA"	"ENSG00000292991"
chr4	49554	50124	"BNIP3P41"	"transcribed_processed_pseudogene"	"BNIP3P41"
chr4	53286	88208	"ZNF595"	"protein_coding"	"ZNF595"
chr4	89940	91488	"ENSG00000289361"	"lncRNA"	"ENSG00000289361"
chr4	105959	107114	"WEE1P1"	"processed_pseudogene"	"WEE1P1"
chr4	124501	202303	"ZNF718"	"protein_coding"	"ZNF718"
chr4	149738	150317	"ENSG00000275426"	"lncRNA"	"ENSG00000275426"
chr4	201409	205009	"ENSG00000250892"	"unprocessed_pseudogene"	"ENSG00000250892"
chr4	212610	255985	"ZNF876P"	"lncRNA"	"ZNF876P"
chr4	218650	254841	"ZNF876P"	"transcribed_unprocessed_pseudogene"	"ZNF876P"
chr4	268982	269531	"ENSG00000251188"	"processed_pseudogene"	"ENSG00000251188"
chr4	269866	270175	"ENSG00000251689"	"processed_pseudogene"	"ENSG00000251689"
chr4	270675	305474	"ZNF732"	"protein_coding"	"ZNF732"
chr4	307335	337439	"ENSG00000286705"	"lncRNA"	"ENSG00000286705"
chr4	336258	336786	"ENSG00000251535"	"processed_pseudogene"	"ENSG00000251535"
chr4	337814	384868	"ZNF141"	"protein_coding"	"ZNF141"
chr4	338097	338583	"ENSG00000248564"	"processed_pseudogene"	"ENSG00000248564"
chr4	342821	342962	"ENSG00000250321"	"processed_pseudogene"	"ENSG00000250321"
chr4	350157	350252	"MIR571"	"miRNA"	"MIR571"
chr4	386174	454070	"ENSG00000281016"	"lncRNA"	"ENSG00000281016"
chr4	393534	393658	"ZNF519P4"	"processed_pseudogene"	"ZNF519P4"
chr4	416118	416537	"ENSG00000272885"	"lncRNA"	"ENSG00000272885"
chr4	425435	474129	"ABCA11P"	"lncRNA"	"ABCA11P"
chr4	425773	427882	"ABCA11P"	"transcribed_processed_pseudogene"	"ABCA11P"
chr4	425815	499156	"ZNF721"	"protein_coding"	"ZNF721"
chr4	499210	540200	"PIGG"	"protein_coding"	"PIGG"
chr4	573880	576295	"TMEM271"	"protein_coding"	"TMEM271"
chr4	576452	618099	"ENSG00000283183"	"lncRNA"	"ENSG00000283183"
chr4	625573	670782	"PDE6B"	"protein_coding"	"PDE6B"
chr4	652850	656213	"PDE6B-AS1"	"lncRNA"	"PDE6B-AS1"
chr4	661209	661945	"ENSG00000272927"	"lncRNA"	"ENSG00000272927"
chr4	672436	674330	"ATP5ME"	"protein_coding"	"ATP5ME"
chr4	673580	682028	"MYL5"	"protein_coding"	"MYL5"
chr4	681829	689271	"SLC49A3"	"protein_coding"	"SLC49A3"
chr4	705748	770089	"PCGF3"	"protein_coding"	"PCGF3"
chr4	722275	724034	"ENSG00000248416"	"lncRNA"	"ENSG00000248416"
chr4	757022	757740	"ENSG00000272588"	"lncRNA"	"ENSG00000272588"
chr4	760202	781866	"PCGF3-AS1"	"lncRNA"	"PCGF3-AS1"
chr4	764487	765074	"ENSG00000233799"	"lncRNA"	"ENSG00000233799"
chr4	784957	826129	"CPLX1"	"protein_coding"	"CPLX1"
chr4	789211	797153	"ENSG00000289983"	"lncRNA"	"ENSG00000289983"
chr4	836512	837224	"ENSG00000260262"	"lncRNA"	"ENSG00000260262"
chr4	843963	846294	"ENSG00000286205"	"lncRNA"	"ENSG00000286205"
chr4	849276	932373	"GAK"	"protein_coding"	"GAK"
chr4	932387	958656	"TMEM175"	"protein_coding"	"TMEM175"
chr4	958887	986895	"DGKQ"	"protein_coding"	"DGKQ"
chr4	979073	993440	"SLC26A1"	"protein_coding"	"SLC26A1"
chr4	986997	1004564	"IDUA"	"protein_coding"	"IDUA"
chr4	1009936	1026898	"FGFRL1"	"protein_coding"	"FGFRL1"
chr4	1027678	1028972	"ENSG00000250259"	"lncRNA"	"ENSG00000250259"
chr4	1056250	1113564	"RNF212"	"protein_coding"	"RNF212"
chr4	1100016	1101558	"ENSG00000251639"	"processed_pseudogene"	"ENSG00000251639"
chr4	1113639	1132977	"ENSG00000251652"	"lncRNA"	"ENSG00000251652"
chr4	1115197	1136150	"TMED11P"	"lncRNA"	"TMED11P"
chr4	1115263	1153726	"TMED11P"	"transcribed_unitary_pseudogene"	"TMED11P"
chr4	1118884	1119013	"ENSG00000212458"	"snoRNA"	"ENSG00000212458"
chr4	1151372	1153701	"ENSG00000227189"	"lncRNA"	"ENSG00000227189"
chr4	1166932	1208962	"SPON2"	"protein_coding"	"SPON2"
chr4	1167778	1168174	"ENSG00000273179"	"lncRNA"	"ENSG00000273179"
chr4	1210120	1218591	"CTBP1-AS"	"lncRNA"	"CTBP1-AS"
chr4	1211445	1250333	"CTBP1"	"protein_coding"	"CTBP1"
chr4	1248877	1288856	"CTBP1-DT"	"lncRNA"	"CTBP1-DT"
chr4	1289887	1340147	"MAEA"	"protein_coding"	"MAEA"
chr4	1345691	1395989	"UVSSA"	"protein_coding"	"UVSSA"
chr4	1356581	1358075	"ENSG00000254094"	"lncRNA"	"ENSG00000254094"
chr4	1358479	1359461	"ENSG00000253399"	"lncRNA"	"ENSG00000253399"
chr4	1402932	1406442	"NKX1-1"	"protein_coding"	"NKX1-1"
chr4	1550284	1550572	"ENSG00000272783"	"lncRNA"	"ENSG00000272783"
chr4	1574055	1580527	"ENSG00000244459"	"lncRNA"	"ENSG00000244459"
chr4	1617915	1684313	"FAM53A"	"protein_coding"	"FAM53A"
chr4	1683420	1683529	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr4	1692731	1712344	"SLBP"	"protein_coding"	"SLBP"
chr4	1712858	1745171	"TACC3"	"protein_coding"	"TACC3"
chr4	1715952	1721358	"TMEM129"	"protein_coding"	"TMEM129"
chr4	1793293	1808872	"FGFR3"	"protein_coding"	"FGFR3"
chr4	1811479	1856156	"LETM1"	"protein_coding"	"LETM1"
chr4	1871393	1982207	"NSD2"	"protein_coding"	"NSD2"
chr4	1974636	1974760	"SCARNA22"	"scaRNA"	"SCARNA22"
chr4	1982717	2041903	"NELFA"	"protein_coding"	"NELFA"
chr4	1986384	1986477	"MIR943"	"miRNA"	"MIR943"
chr4	2041995	2043964	"C4orf48"	"protein_coding"	"C4orf48"
chr4	2059327	2069089	"NAT8L"	"protein_coding"	"NAT8L"
chr4	2071918	2242121	"POLN"	"protein_coding"	"POLN"
chr4	2078998	2242276	"ENSG00000290263"	"protein_coding"	"ENSG00000290263"
chr4	2088718	2090617	"ENSG00000249006"	"processed_pseudogene"	"ENSG00000249006"
chr4	2139673	2141058	"ENSG00000250623"	"lncRNA"	"ENSG00000250623"
chr4	2227464	2242133	"HAUS3"	"protein_coding"	"HAUS3"
chr4	2234251	2234499	"COX6B1P5"	"processed_pseudogene"	"COX6B1P5"
chr4	2247432	2262109	"MXD4"	"protein_coding"	"MXD4"
chr4	2250077	2250156	"MIR4800"	"miRNA"	"MIR4800"
chr4	2269582	2418651	"ZFYVE28"	"protein_coding"	"ZFYVE28"
chr4	2295584	2319089	"ENSG00000251148"	"lncRNA"	"ENSG00000251148"
chr4	2316197	2316506	"RN7SL589P"	"misc_RNA"	"RN7SL589P"
chr4	2324467	2325082	"SPICP5"	"processed_pseudogene"	"SPICP5"
chr4	2418955	2463002	"CFAP99"	"protein_coding"	"CFAP99"
chr4	2462220	2515857	"RNF4"	"protein_coding"	"RNF4"
chr4	2463797	2464124	"ENSG00000248399"	"lncRNA"	"ENSG00000248399"
chr4	2505081	2506279	"ENSG00000251229"	"processed_pseudogene"	"ENSG00000251229"
chr4	2512477	2625320	"ENSG00000290180"	"protein_coding"	"ENSG00000290180"
chr4	2536647	2732573	"FAM193A"	"protein_coding"	"FAM193A"
chr4	2607870	2608146	"ENSG00000248155"	"unprocessed_pseudogene"	"ENSG00000248155"
chr4	2615124	2615224	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr4	2741648	2756342	"TNIP2"	"protein_coding"	"TNIP2"
chr4	2793071	2841098	"SH3BP2"	"protein_coding"	"SH3BP2"
chr4	2843844	2930076	"ADD1"	"protein_coding"	"ADD1"
chr4	2859983	2862673	"ENSG00000287099"	"lncRNA"	"ENSG00000287099"
chr4	2930561	2934834	"MFSD10"	"protein_coding"	"MFSD10"
chr4	2934882	2961738	"NOP14-AS1"	"lncRNA"	"NOP14-AS1"
chr4	2937933	2963406	"NOP14"	"protein_coding"	"NOP14"
chr4	2963571	3040760	"GRK4"	"protein_coding"	"GRK4"
chr4	3041363	3243957	"HTT"	"protein_coding"	"HTT"
chr4	3044101	3044207	"RNU6-204P"	"snRNA"	"RNU6-204P"
chr4	3049094	3074538	"HTT-AS"	"lncRNA"	"HTT-AS"
chr4	3063472	3063701	"ENSG00000278778"	"misc_RNA"	"ENSG00000278778"
chr4	3069977	3070151	"ENSG00000274693"	"misc_RNA"	"ENSG00000274693"
chr4	3244369	3271738	"MSANTD1"	"protein_coding"	"MSANTD1"
chr4	3293021	3439913	"RGS12"	"protein_coding"	"RGS12"
chr4	3312512	3312835	"ENSG00000248840"	"transcribed_processed_pseudogene"	"ENSG00000248840"
chr4	3312817	3313058	"ENSG00000293213"	"lncRNA"	"ENSG00000293213"
chr4	3323977	3324762	"RPL7AP29"	"processed_pseudogene"	"RPL7AP29"
chr4	3441968	3449486	"HGFAC"	"protein_coding"	"HGFAC"
chr4	3450638	3453108	"ENSG00000286900"	"lncRNA"	"ENSG00000286900"
chr4	3463306	3501473	"DOK7"	"protein_coding"	"DOK7"
chr4	3503612	3532446	"LRPAP1"	"protein_coding"	"LRPAP1"
chr4	3544555	3548796	"ENSG00000270090"	"lncRNA"	"ENSG00000270090"
chr4	3576869	3590711	"LINC00955"	"lncRNA"	"LINC00955"
chr4	3633029	3633975	"ENSG00000250681"	"lncRNA"	"ENSG00000250681"
chr4	3673593	3677855	"LINC02171"	"lncRNA"	"LINC02171"
chr4	3758748	3763390	"LINC02600"	"lncRNA"	"LINC02600"
chr4	3766348	3768526	"ADRA2C"	"protein_coding"	"ADRA2C"
chr4	3889356	3890249	"OR7E163P"	"unprocessed_pseudogene"	"OR7E163P"
chr4	3901566	3902594	"OR7E162P"	"unprocessed_pseudogene"	"OR7E162P"
chr4	3910283	3910604	"ENSG00000249522"	"processed_pseudogene"	"ENSG00000249522"
chr4	3915183	3955419	"ENSG00000253917"	"lncRNA"	"ENSG00000253917"
chr4	3915187	3924274	"EVA1CP2"	"transcribed_unprocessed_pseudogene"	"EVA1CP2"
chr4	3935447	3942519	"ALG1L7P"	"unprocessed_pseudogene"	"ALG1L7P"
chr4	3941760	3955432	"FAM86EP"	"lncRNA"	"FAM86EP"
chr4	3943274	3955419	"FAM86EP"	"transcribed_unprocessed_pseudogene"	"FAM86EP"
chr4	3967034	3967660	"ENPP7P9"	"processed_pseudogene"	"ENPP7P9"
chr4	3972360	3973254	"ENSG00000288589"	"lncRNA"	"ENSG00000288589"
chr4	4048211	4107583	"ENSG00000290888"	"lncRNA"	"ENSG00000290888"
chr4	4076711	4077491	"RPS3AP16"	"processed_pseudogene"	"RPS3AP16"
chr4	4086638	4086814	"ENSG00000250940"	"processed_pseudogene"	"ENSG00000250940"
chr4	4107280	4107497	"ENSG00000284727"	"transcribed_unprocessed_pseudogene"	"ENSG00000284727"
chr4	4117925	4118284	"VPS51P13"	"processed_pseudogene"	"VPS51P13"
chr4	4126659	4127569	"OR7E103P"	"unprocessed_pseudogene"	"OR7E103P"
chr4	4143458	4150421	"UNC93B4"	"unprocessed_pseudogene"	"UNC93B4"
chr4	4156522	4157443	"OR7E99P"	"unprocessed_pseudogene"	"OR7E99P"
chr4	4174319	4175238	"OR7E43P"	"unprocessed_pseudogene"	"OR7E43P"
chr4	4188726	4226929	"OTOP1"	"protein_coding"	"OTOP1"
chr4	4235542	4248223	"TMEM128"	"protein_coding"	"TMEM128"
chr4	4248245	4248746	"ENSG00000289032"	"lncRNA"	"ENSG00000289032"
chr4	4267701	4290154	"LYAR"	"protein_coding"	"LYAR"
chr4	4290251	4321786	"ZBTB49"	"protein_coding"	"ZBTB49"
chr4	4321962	4334182	"ENSG00000248516"	"lncRNA"	"ENSG00000248516"
chr4	4348140	4419058	"NSG1"	"protein_coding"	"NSG1"
chr4	4415742	4542346	"STX18"	"protein_coding"	"STX18"
chr4	4476121	4481700	"STX18-IT1"	"lncRNA"	"STX18-IT1"
chr4	4507078	4507777	"RPS7P15"	"processed_pseudogene"	"RPS7P15"
chr4	4542131	4787359	"STX18-AS1"	"lncRNA"	"STX18-AS1"
chr4	4820405	4821452	"ENSG00000280310"	"TEC"	"ENSG00000280310"
chr4	4844188	4850827	"LINC01396"	"lncRNA"	"LINC01396"
chr4	4859665	4863936	"MSX1"	"protein_coding"	"MSX1"
chr4	4894182	4895173	"LDHAP1"	"processed_pseudogene"	"LDHAP1"
chr4	4920770	4921064	"RN7SKP113"	"misc_RNA"	"RN7SKP113"
chr4	5014586	5019458	"CYTL1"	"protein_coding"	"CYTL1"
chr4	5051480	5500994	"STK32B"	"protein_coding"	"STK32B"
chr4	5426885	5426984	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr4	5458581	5458881	"RN7SKP275"	"misc_RNA"	"RN7SKP275"
chr4	5524569	5527801	"LINC01587"	"lncRNA"	"LINC01587"
chr4	5542772	5709548	"EVC2"	"protein_coding"	"EVC2"
chr4	5711201	5814305	"EVC"	"protein_coding"	"EVC"
chr4	5748084	5893086	"CRMP1"	"protein_coding"	"CRMP1"
chr4	5890366	5891502	"ENSG00000289414"	"lncRNA"	"ENSG00000289414"
chr4	5897373	6200555	"C4orf50"	"protein_coding"	"C4orf50"
chr4	5923275	5923328	"MIR378D1"	"miRNA"	"MIR378D1"
chr4	6026199	6200591	"JAKMIP1"	"protein_coding"	"JAKMIP1"
chr4	6064977	6070162	"ENSG00000284684"	"protein_coding"	"ENSG00000284684"
chr4	6178186	6184925	"ENSG00000287786"	"lncRNA"	"ENSG00000287786"
chr4	6200733	6239937	"ENSG00000290803"	"lncRNA"	"ENSG00000290803"
chr4	6202328	6206649	"ENSG00000251408"	"lncRNA"	"ENSG00000251408"
chr4	6227614	6229867	"JAKMIP1-DT"	"transcribed_unprocessed_pseudogene"	"JAKMIP1-DT"
chr4	6245563	6261639	"ENSG00000288588"	"lncRNA"	"ENSG00000288588"
chr4	6269849	6303265	"WFS1"	"protein_coding"	"WFS1"
chr4	6292369	6308636	"ENSG00000286176"	"lncRNA"	"ENSG00000286176"
chr4	6320578	6563600	"PPP2R2C"	"protein_coding"	"PPP2R2C"
chr4	6575189	6623362	"MAN2B2"	"protein_coding"	"MAN2B2"
chr4	6640091	6642729	"MRFAP1"	"protein_coding"	"MRFAP1"
chr4	6648695	6673965	"LINC02482"	"lncRNA"	"LINC02482"
chr4	6658690	6658981	"ENSG00000284847"	"unprocessed_pseudogene"	"ENSG00000284847"
chr4	6663396	6676755	"MRFAP1L2"	"protein_coding"	"MRFAP1L2"
chr4	6687448	6690544	"LINC02481"	"lncRNA"	"LINC02481"
chr4	6691995	6692970	"ENSG00000279859"	"TEC"	"ENSG00000279859"
chr4	6693878	6697170	"S100P"	"protein_coding"	"S100P"
chr4	6697861	6698809	"ENSG00000282742"	"TEC"	"ENSG00000282742"
chr4	6707701	6709865	"MRFAP1L1"	"protein_coding"	"MRFAP1L1"
chr4	6716174	6717664	"BLOC1S4"	"protein_coding"	"BLOC1S4"
chr4	6763508	6767660	"ENSG00000287331"	"lncRNA"	"ENSG00000287331"
chr4	6781375	6884170	"KIAA0232"	"protein_coding"	"KIAA0232"
chr4	6909242	7033118	"TBC1D14"	"protein_coding"	"TBC1D14"
chr4	6985913	6987052	"ENSG00000287104"	"lncRNA"	"ENSG00000287104"
chr4	6995341	6998958	"ENSG00000187904"	"lncRNA"	"ENSG00000187904"
chr4	6997012	6997328	"RN7SKP292"	"misc_RNA"	"RN7SKP292"
chr4	7030554	7046231	"ENSG00000245748"	"lncRNA"	"ENSG00000245748"
chr4	7040849	7043001	"CCDC96"	"protein_coding"	"CCDC96"
chr4	7041899	7057952	"TADA2B"	"protein_coding"	"TADA2B"
chr4	7058671	7068085	"GRPEL1"	"protein_coding"	"GRPEL1"
chr4	7093776	7103394	"LINC02447"	"lncRNA"	"LINC02447"
chr4	7112088	7112399	"RN7SKP36"	"misc_RNA"	"RN7SKP36"
chr4	7192538	7742827	"SORCS2"	"protein_coding"	"SORCS2"
chr4	7310450	7310524	"MIR4798"	"miRNA"	"MIR4798"
chr4	7430285	7434930	"PSAPL1"	"protein_coding"	"PSAPL1"
chr4	7460028	7460118	"MIR4274"	"miRNA"	"MIR4274"
chr4	7754077	7778928	"AFAP1-AS1"	"lncRNA"	"AFAP1-AS1"
chr4	7758714	7939926	"AFAP1"	"protein_coding"	"AFAP1"
chr4	7798527	7808051	"ENSG00000287164"	"lncRNA"	"ENSG00000287164"
chr4	7939001	7940296	"ENSG00000228919"	"lncRNA"	"ENSG00000228919"
chr4	7965310	8158832	"ABLIM2"	"protein_coding"	"ABLIM2"
chr4	8005301	8005381	"MIR95"	"miRNA"	"MIR95"
chr4	8022665	8023126	"ENSG00000273267"	"lncRNA"	"ENSG00000273267"
chr4	8066528	8067724	"ENSG00000251460"	"lncRNA"	"ENSG00000251460"
chr4	8159049	8160131	"ENSG00000290015"	"lncRNA"	"ENSG00000290015"
chr4	8174421	8174999	"GMPSP1"	"processed_pseudogene"	"GMPSP1"
chr4	8182072	8241803	"SH3TC1"	"protein_coding"	"SH3TC1"
chr4	8269754	8307098	"HTRA3"	"protein_coding"	"HTRA3"
chr4	8320105	8327165	"LINC02517"	"lncRNA"	"LINC02517"
chr4	8355090	8358338	"ENSG00000251615"	"lncRNA"	"ENSG00000251615"
chr4	8366282	8440723	"ACOX3"	"protein_coding"	"ACOX3"
chr4	8393015	8393124	"RNA5SP152"	"rRNA_pseudogene"	"RNA5SP152"
chr4	8436140	8493531	"TRMT44"	"protein_coding"	"TRMT44"
chr4	8453410	8454942	"ENSG00000251186"	"lncRNA"	"ENSG00000251186"
chr4	8482270	8516759	"ENSG00000205959"	"lncRNA"	"ENSG00000205959"
chr4	8558725	8619761	"GPR78"	"protein_coding"	"GPR78"
chr4	8592660	8619759	"CPZ"	"protein_coding"	"CPZ"
chr4	8745391	8747727	"ENSG00000250915"	"lncRNA"	"ENSG00000250915"
chr4	8846076	8871839	"HMX1"	"protein_coding"	"HMX1"
chr4	8858715	8860827	"ENSG00000258507"	"lncRNA"	"ENSG00000258507"
chr4	8949630	8950559	"OR7E85BP"	"unprocessed_pseudogene"	"OR7E85BP"
chr4	8959628	8963981	"UNC93B8"	"unprocessed_pseudogene"	"UNC93B8"
chr4	8981436	8982360	"OR7E111FP"	"unprocessed_pseudogene"	"OR7E111FP"
chr4	8990455	8990806	"VPS51P7"	"processed_pseudogene"	"VPS51P7"
chr4	9000841	9001058	"ENSG00000284636"	"unprocessed_pseudogene"	"ENSG00000284636"
chr4	9020857	9021161	"ENSG00000271057"	"processed_pseudogene"	"ENSG00000271057"
chr4	9030286	9031066	"ENSG00000251313"	"processed_pseudogene"	"ENSG00000251313"
chr4	9034519	9381269	"ENSG00000288075"	"lncRNA"	"ENSG00000288075"
chr4	9051842	9052051	"SNRPCP16"	"processed_pseudogene"	"SNRPCP16"
chr4	9076949	9092530	"ENSG00000287972"	"lncRNA"	"ENSG00000287972"
chr4	9079023	9141608	"ENPP7P10"	"unprocessed_pseudogene"	"ENPP7P10"
chr4	9153296	9165451	"FAM86KP"	"unprocessed_pseudogene"	"FAM86KP"
chr4	9166297	9170270	"ALG1L14P"	"unprocessed_pseudogene"	"ALG1L14P"
chr4	9170409	9176730	"FAM90A26"	"protein_coding"	"FAM90A26"
chr4	9210657	9212249	"USP17L10"	"protein_coding"	"USP17L10"
chr4	9215405	9216997	"USP17L11"	"protein_coding"	"USP17L11"
chr4	9220152	9221744	"USP17L12"	"protein_coding"	"USP17L12"
chr4	9224896	9226488	"USP17L13"	"protein_coding"	"USP17L13"
chr4	9229641	9231233	"USP17L14P"	"unprocessed_pseudogene"	"USP17L14P"
chr4	9234385	9236046	"USP17L15"	"protein_coding"	"USP17L15"
chr4	9239130	9240722	"USP17L16P"	"unprocessed_pseudogene"	"USP17L16P"
chr4	9243879	9245471	"USP17L17"	"protein_coding"	"USP17L17"
chr4	9248630	9250222	"USP17L18"	"protein_coding"	"USP17L18"
chr4	9253378	9254970	"USP17L19"	"protein_coding"	"USP17L19"
chr4	9258124	9259716	"USP17L20"	"protein_coding"	"USP17L20"
chr4	9262872	9264464	"USP17L21"	"protein_coding"	"USP17L21"
chr4	9267619	9269211	"USP17L22"	"protein_coding"	"USP17L22"
chr4	9272364	9272914	"USP17L23"	"protein_coding"	"USP17L23"
chr4	9325165	9326757	"USP17L24"	"protein_coding"	"USP17L24"
chr4	9329911	9331503	"USP17L25"	"protein_coding"	"USP17L25"
chr4	9334658	9336250	"USP17L26"	"protein_coding"	"USP17L26"
chr4	9339403	9340995	"USP17L5"	"protein_coding"	"USP17L5"
chr4	9344148	9345740	"USP17L27"	"protein_coding"	"USP17L27"
chr4	9348893	9350485	"USP17L28"	"protein_coding"	"USP17L28"
chr4	9353638	9355230	"USP17L29"	"protein_coding"	"USP17L29"
chr4	9358383	9359975	"USP17L9P"	"unprocessed_pseudogene"	"USP17L9P"
chr4	9363129	9364721	"USP17L30"	"protein_coding"	"USP17L30"
chr4	9367874	9369070	"USP17L6P"	"unprocessed_pseudogene"	"USP17L6P"
chr4	9384017	9388983	"ENSG00000219492"	"unprocessed_pseudogene"	"ENSG00000219492"
chr4	9399204	9403565	"DEFB108F"	"unprocessed_pseudogene"	"DEFB108F"
chr4	9411178	9411253	"RNA5SP153"	"rRNA_pseudogene"	"RNA5SP153"
chr4	9422313	9429702	"DEFB130D"	"unprocessed_pseudogene"	"DEFB130D"
chr4	9444414	9450666	"DEFB131A"	"protein_coding"	"DEFB131A"
chr4	9459255	9460244	"OR7E86P"	"unprocessed_pseudogene"	"OR7E86P"
chr4	9468974	9469983	"OR7E84P"	"unprocessed_pseudogene"	"OR7E84P"
chr4	9483718	9484702	"OR7E85P"	"unprocessed_pseudogene"	"OR7E85P"
chr4	9493736	9498066	"UNC93B7"	"unprocessed_pseudogene"	"UNC93B7"
chr4	9512905	9513874	"OR7E83P"	"unprocessed_pseudogene"	"OR7E83P"
chr4	9521910	9522276	"VPS51P18"	"processed_pseudogene"	"VPS51P18"
chr4	9532429	9532647	"ENSG00000284648"	"unprocessed_pseudogene"	"ENSG00000284648"
chr4	9553614	9553985	"ENSG00000242034"	"processed_pseudogene"	"ENSG00000242034"
chr4	9556168	9556316	"MIR548I2"	"miRNA"	"MIR548I2"
chr4	9563171	9563950	"RPS3AP19"	"processed_pseudogene"	"RPS3AP19"
chr4	9567474	9691786	"ENSG00000287117"	"lncRNA"	"ENSG00000287117"
chr4	9583942	9584131	"SNRPCP13"	"processed_pseudogene"	"SNRPCP13"
chr4	9677308	9677934	"ENPP7P11"	"processed_pseudogene"	"ENPP7P11"
chr4	9692495	9702954	"FAM86MP"	"unprocessed_pseudogene"	"FAM86MP"
chr4	9703754	9710812	"ALG1L3P"	"unprocessed_pseudogene"	"ALG1L3P"
chr4	9711953	9712233	"Metazoa_SRP"	"misc_RNA"	"Metazoa_SRP"
chr4	9733370	9742361	"EVA1CP1"	"unprocessed_pseudogene"	"EVA1CP1"
chr4	9754898	9755778	"OR7E35P"	"unprocessed_pseudogene"	"OR7E35P"
chr4	9771153	10054936	"SLC2A9"	"protein_coding"	"SLC2A9"
chr4	9781634	9784009	"DRD5"	"protein_coding"	"DRD5"
chr4	9792751	9792861	"RNA5SP154"	"rRNA_pseudogene"	"RNA5SP154"
chr4	9922814	9924146	"ENSG00000249219"	"lncRNA"	"ENSG00000249219"
chr4	10006482	10009725	"SLC2A9-AS1"	"lncRNA"	"SLC2A9-AS1"
chr4	10068089	10116972	"WDR1"	"protein_coding"	"WDR1"
chr4	10078611	10078692	"MIR3138"	"miRNA"	"MIR3138"
chr4	10115756	10115884	"RNA5SP155"	"rRNA_pseudogene"	"RNA5SP155"
chr4	10117089	10118515	"ENSG00000289865"	"lncRNA"	"ENSG00000289865"
chr4	10143367	10143655	"ENSG00000250393"	"processed_pseudogene"	"ENSG00000250393"
chr4	10167159	10167765	"ENSG00000251296"	"processed_pseudogene"	"ENSG00000251296"
chr4	10199823	10200672	"ENSG00000248777"	"processed_pseudogene"	"ENSG00000248777"
chr4	10238213	10238235	"ENSG00000271544"	"processed_pseudogene"	"ENSG00000271544"
chr4	10254926	10256621	"RAF1P1"	"processed_pseudogene"	"RAF1P1"
chr4	10259445	10260138	"ENSG00000250573"	"processed_pseudogene"	"ENSG00000250573"
chr4	10267895	10268231	"ENSG00000250074"	"processed_pseudogene"	"ENSG00000250074"
chr4	10284961	10285708	"ENSG00000250505"	"processed_pseudogene"	"ENSG00000250505"
chr4	10292195	10292708	"ENSG00000251278"	"processed_pseudogene"	"ENSG00000251278"
chr4	10294463	10295579	"ENSG00000251338"	"processed_pseudogene"	"ENSG00000251338"
chr4	10410996	10411644	"ENSG00000250613"	"processed_pseudogene"	"ENSG00000250613"
chr4	10439880	10457426	"ZNF518B"	"protein_coding"	"ZNF518B"
chr4	10456745	10531022	"ENSG00000287154"	"lncRNA"	"ENSG00000287154"
chr4	10478524	10478923	"ENSG00000248419"	"processed_pseudogene"	"ENSG00000248419"
chr4	10486395	10684768	"CLNK"	"protein_coding"	"CLNK"
chr4	10685003	10697661	"ENSG00000249334"	"lncRNA"	"ENSG00000249334"
chr4	10737558	10749586	"LINC02498"	"lncRNA"	"LINC02498"
chr4	11368827	11368921	"MIR572"	"miRNA"	"MIR572"
chr4	11371975	11372892	"RNPS1P1"	"processed_pseudogene"	"RNPS1P1"
chr4	11393150	11429564	"HS3ST1"	"protein_coding"	"HS3ST1"
chr4	11414051	11414160	"RNA5SP156"	"rRNA_pseudogene"	"RNA5SP156"
chr4	11426874	11467802	"ENSG00000287778"	"lncRNA"	"ENSG00000287778"
chr4	11469250	11478196	"ENSG00000251152"	"lncRNA"	"ENSG00000251152"
chr4	11625651	11823906	"ENSG00000249631"	"lncRNA"	"ENSG00000249631"
chr4	11740948	11769468	"LINC02360"	"lncRNA"	"LINC02360"
chr4	11914667	11919688	"ENSG00000248262"	"lncRNA"	"ENSG00000248262"
chr4	12223445	12251286	"LINC02270"	"lncRNA"	"LINC02270"
chr4	12312588	12312690	"RNU6-578P"	"snRNA"	"RNU6-578P"
chr4	12639086	12641009	"ECM1P2"	"processed_pseudogene"	"ECM1P2"
chr4	12640298	12640637	"ENSG00000249780"	"processed_pseudogene"	"ENSG00000249780"
chr4	12859101	12864961	"ENSG00000250371"	"lncRNA"	"ENSG00000250371"
chr4	12947574	12948670	"ENSG00000250098"	"lncRNA"	"ENSG00000250098"
chr4	13051342	13051411	"U6"	"snRNA"	"U6"
chr4	13333414	13338302	"ENSG00000292984"	"lncRNA"	"ENSG00000292984"
chr4	13336482	13338657	"HSP90AB2P"	"transcribed_processed_pseudogene"	"HSP90AB2P"
chr4	13361354	13484365	"RAB28"	"protein_coding"	"RAB28"
chr4	13491185	13516498	"ENSG00000286297"	"lncRNA"	"ENSG00000286297"
chr4	13526319	13534335	"LINC01097"	"lncRNA"	"LINC01097"
chr4	13540830	13544508	"NKX3-2"	"protein_coding"	"NKX3-2"
